tweet,sentiment,length
wish happy mother day,positive,21
want lie tomorrow getting one though,neutral,36
oh ability teleport,neutral,19
managed find place combine fun pleasure saving took planning though,positive,67
beautiful day wish bike run car hit run biketo,positive,46
happy mother day mother mamma mia abba,positive,38
canalway cavalcade little venice near warwick avenue today,neutral,58
read pure escapism make think take away nonfiction tends achieve strange reason,neutral,79
screw guy prom picture,negative,22
bored firday evening nothing,negative,28
told gon na cry one kid everyone made fun year said good year,neutral,61
yeah done several time dumerils boa time w prob wonder hognose need bigger food,neutral,79
went bed last night woke around holy need get earlier like wish could get every day,neutral,83
headed see friend new baby gave trip lake cause dance class good mama,positive,69
nomatter much sleep still tired either going sleep early late,negative,61
soo embarassed see tweet getting kind follower better promise,neutral,61
sweating didnt see,neutral,18
celebrity sighting spongebobs bea09 lol even distraught missed,negative,62
watching game making popcorn,neutral,28
know lot comment return really busy get round guy sorry,negative,55
admitting like action plot like romance plot always make feel like setting back feminist cause,neutral,94
twitter journey well okay,neutral,25
im sure ppl came seen dentist,negative,29
rain make good study day almost done,positive,36
dog roscoe died yestarday sad,negative,29
boo come watch telenovelas braid others hair,neutral,44
ok fine much lol,neutral,16
thomas drinking game tonight work till tomorrow,neutral,47
dad trying force learn drive like thing good public,negative,51
cant come toniite arggh want tho fun us well def see 2morrow nite tho,positive,69
song called stolen soo amazing dashboard confessional,positive,53
get impatient already sinned strawberry milk sugar,negative,50
sky gi team edward watch back p,neutral,31
omg poor jack happened dog one time hope get better soon,neutral,56
hoping hear something soon krystles surgery,positive,43
pink bubble bath champ,neutral,22
im contacting paw philippine find tiger new owner im sad love dog soo much,neutral,74
mother day pak,neutral,14
exactly prime minister need take care issue,neutral,43
also caramel like crack thought know,neutral,36
went disney cruise kid character strike,neutral,39
waking lazy worry,negative,17
yeah know feeling good morning mate,positive,35
neville88 gud enuh hun jus sayin hi n hopin ur avin gud nite far happy lady day 2moro dat better,positive,96
got locked carr call lock smith,neutral,31
goin bed finally sleepy happy mother day,positive,40
wired mag need seriously chill renewed barely month ago yet already sent renewal letter next year,neutral,97
wait tomorrow finally bittersweet sure,neutral,38
going see star trek babe im actually excited hah,positive,48
cnews bad expected could done better today great show,positive,53
want magic mountain tix dont get ur station paso boo sux,negative,56
picture last year freshman year miss tho day,negative,44
lol start group lol sister,neutral,26
conversating,neutral,12
got home church service good,positive,28
see dont,negative,8
geography paper boring hate revision,negative,36
ok guess time throw towel head work,neutral,35
watching destrey video,neutral,22
hanging dan houston call,neutral,24
k finished last client night going home alone thats ok need alone must find inner peace,negative,87
sad true,neutral,8
got home talk,neutral,13
want cooky,neutral,10
still pic sad,negative,13
attempting count day till return canada there alot,neutral,50
work go,neutral,7
page m twitterworld vote,neutral,24
butterfly fly away miley ray oh happy mother day love mami,positive,58
day slow internet,negative,17
ac getting installed today,neutral,26
aww people must color blind huh random1,neutral,39
hi sharon missed x factor last year come back x,positive,47
nope sleeping cuz live east coast,neutral,33
fun tweeting day im cleaning hair lol,positive,37
muse gripped firmly throat really enjoying writing,positive,50
haha happened lot time know feeling happy mum day ur mom delle,positive,62
woke cat face haha,neutral,18
still queue barely metre last twittered insane paid,negative,51
door look naked make room feel bigger though,neutral,44
last night went really well got cracking shot,positive,45
ow,neutral,2
wish beach already,positive,18
new work picture taken today hated look much like,negative,49
usatexas jaycees debate team rocked house opportunity represent u tunsia africa go jaycees,positive,90
chauncey giving last sac speech,neutral,31
fjgkfld sdh hometown day friend,neutral,31
funny time neball plc score game,positive,32
happened sexy quote,neutral,19
hello well sunny head fuzzy coffee brewed yet day,negative,49
fine give doc today able breath morning made think hate doc,negative,59
melted maybe square inch skin ran cold water min two iced ice melted hurt,negative,73
hate costco always cost u much money,negative,36
quite amusing watching pangaea sing f killah priest guess featuring album,positive,73
day fkn ugly match mood unfortunatly time blast moon,negative,52
extremely excited day behind,positive,28
haha somerset theatre ottawa remember well thing change stay,positive,60
ha ha point men,neutral,15
happy mother day,positive,16
drink cheap wine,neutral,16
voted hope win,positive,14
watching canuck,neutral,15
sorry get project working windoze laptop ton folk came afterwards saw running,negative,77
oh wait greece course think differently,neutral,39
happy star war day may 4th,positive,26
ohh awesome probably coulda gotten gifted ticket outta foil queen lol,positive,69
london wow near,positive,15
hey ty tip wifi networking one many talent get bothered lol,neutral,59
well thank,positive,10
good luck deer next weekend hope cold snowy,positive,43
actually also thought mother day may 31st remembered pentecost uselessly complicated would say,negative,94
photo still havnt hooked editing comp know guy miss artwork ive decided,negative,71
rachmaninoff make happy panda,positive,29
script amazing rusty halo favourite,positive,35
went hairdresser today cutted hair loved long hair dad said even see got haircut lame,neutral,85
seriously get sadder,negative,20
finally sickness,positive,16
best writing well think lol read pretty good lol,neutral,48
sry day tweet mia twitter network glitch story funeral mixup wrong remains delivered ea,negative,87
cost quite bit mean flying pizza china nice fusion idea may experiment,positive,70
done planting garden hope sun shine soon,positive,40
alex,neutral,4
shame job thought working big money paid,negative,40
day motorway train nott fun,negative,27
omg wtf site following,negative,22
oh,negative,2
ordered henna redhead week,neutral,26
hahaha blast,positive,12
also fairly recent win past year quasisequel plot good v pretty term art,neutral,72
l nothing much atm,neutral,18
night diana travel soon take care,positive,33
whatsoever mean get lol always sober,positive,36
good night even though morning lol,neutral,34
hugh lied last week,negative,19
yeah feel sad tho,negative,17
hope feel better sweetie,positive,24
people amateur ark builder political affiliation welcome,neutral,56
