tweet,sentiment,length
"Oh no, hubs is so sick! I hope I don`t catch it",neutral,47
is having a quiet mothers day evening... happy mothers day to all the yummy mummies,positive,83
@_mamalaura night! So cute that K loves frogs  http://myloc.me/FI0,positive,66
 Maddie starts working? WATCH OUT WORLD!,negative,40
GOING TO WATCH SUPERNATURAL shall return afterwards  ****,neutral,57
" omg what a shame about Hollie,just watched that clip u posted",negative,62
 used is definitely cheaper... may have to get later ones that way... but new is ok for now...,negative,94
"_**** awww, that sucks",negative,22
going to check and make sure no more fishies are dead. poor fishies,negative,67
"i am boooooooored, theres nowhere to go",negative,39
Hurray for old friends with beer and lady friends!!!!,positive,53
 yayy!!! Im gonna see you today! I miss you!,neutral,44
got such sore feet,negative,18
" No i am not a mom or dad, hmm well I will forward the link to my mom.  I am embarrassed now",negative,92
oh thats hard-going. I`m writing a book at the moment so am motivating myself to press on with that.,neutral,100
 thanks.. that was quick..,positive,26
says it`s late. Goodnight people!,positive,33
This will be the worst day ever....graduation,negative,45
 It`s time to be all u can be like the reserves....I lost one.,negative,62
Trending Topics on Twitter used to useful. Now they`re just like middle schoolers passing around notes cause class is boring.,negative,125
Daughter has a 45 min orthodontist appt and I forgot my ebook reader,neutral,68
" so give me a quick update grace, you`ve quit the foodland job and you start at JB`s tomorrow full time? heaps exciting",neutral,119
 haha! And Twitter! Hard though isn`****?!,negative,42
_gregor Great avatar,positive,20
Gonna have to have arthroscopy to repair my knee,negative,48
Oh my `Mix Khichadi` seems to be ready now .. time for Lunch  !,neutral,63
half my class just called me retarded it hurt for real,negative,54
 good to know PLN`s Earthday doesn`t only happen in my neck of the woods,positive,72
"thx for all the nice 'it`s going to be alright' mails ... and yes, of course you can leave a comment on my blog ! cheers, i ll be napping",positive,137
 ****! I wish I were going! Found out too late to get wranglers for my kids and .  I miss #mountainjam every year!,negative,114
Got 2 get ready 4 work  would rather be fishing!,neutral,48
Having to write a real looking paper letter. Not done one of those for a very long time. Sad really.,negative,100
 yay i found u!! i had a great time tonight!,positive,44
"browsing thru adopting agencies, i`m gonna get some exotic kids",neutral,63
 im following because of   yaaaaaay conor!,neutral,42
Oh boy this is going to be a loooooong day,negative,42
 dont quit.,neutral,11
Finally it`s Friday! Things are going to be so different starting next week...my house will be empty!,neutral,101
I am loving this beautiful monday morning!,positive,42
says everyone was busy  http://plurk.com/p/rou4v,neutral,48
Heading home in the rain  no pool today...guess I will hit the treadmill instead.,neutral,81
My roommate has officially started packing,neutral,42
" hi ty. good morning. happy mom`s day to your mom. i love that your entire family is adding me on FB! i love `em, very sweet!",positive,125
_Hammond Were on the way home from a night in London! Was lovely! Now working all weekend and Monday  when the weathers nice x,positive,126
 haha its awesome i always have to use it when i eat,positive,52
_b I met  at EPIC - he said you were at SS Coffee... I thought he just meant sitting there drinking a lot of coffee,neutral,115
did it!!  back in pakistan! - http://bkite.com/07kBQ,neutral,52
" Easy, I`m trying to learn   Serious and normal....two new words for me ;)",positive,74
_127 not nice.rather be one or the other.lol,neutral,44
whenever it rains it`s so hard to get motivated,negative,47
chillin` with Kealie.,neutral,21
_cohen I am lost. Please help me find a good home.,neutral,50
" I wanted to, but I sadly work today.  Normally, I don`t work Fridays, either.",negative,78
"is hungry, but can`t leave for lunch",negative,36
 I wish he was still around.   there was a litter under our azalea. I caught DD in the back yard @ 6 am with bunnies in her lap.,neutral,128
likes being friends but it hurts when u love your friend but the feelings arent the same. trying to sleep. has to really try to give up.,neutral,136
Happy Star Wars Day everyone! May the 4th be with you,positive,53
_MJA ..I don`t know who gon do the yelling & cussing for upgrades when u go.,neutral,76
finished my capital transactions exam . . . as another monkey climbs down my back. looking forward to being in a glorious mood tomorrow.,positive,136
  They don`t do car audio,neutral,25
"ok.. BEST SNL episode i`ve seen in a hot minute. Justin is wonderful and Ciara has muscles..the end. G`nitey, tweet tweets!",positive,123
Good morning everyone i hope you all have a great day  even though  it is Monday keep on smiling,positive,96
Watching Jimmy F.  delete all his social network profiles  No more Jimmy cyber time.,neutral,84
the grates & children collide tonight,neutral,37
 I thought I was the only one with the tags on the outside of my shirt,neutral,70
There are ants on my lollipop,neutral,29
 thanks  i love the word CRIKEY it`s like my sayin`,positive,51
"Husband Went off to bed, now off to missing him again until he is off again Tuesday",negative,83
 and  there is no top 40 radio station in fresno!,neutral,49
Still working on music grades...outside on the deck...sun is behind a big gray cloud,neutral,84
 i tryed that the other day but they werent giving up what they were using!,neutral,75
 peter!! follow me!! oh and have fun in europe!,positive,47
"Wal-Mart orientation...it`s work, but seriously...this sucks",negative,60
 ay buti pa kayo!!!! uy thank you!!,positive,35
" oh dear, thats not good - I hope you get through it all with a smile",neutral,69
Ahhhh I think the rain is gonna begin shortly,neutral,45
there are some really scary noises coming from outside,negative,54
 Oh I know. For a while they cancelled the 5pm Oxford to Paddington every Friday evening because of staff shortages,neutral,115
puppy I wanted was adopted yesterday  I guess my dogs don`t get a little brother anytime soon. but at least he isn`t in a shelter now,neutral,133
In class till 12  wishing the rain would go away!!,neutral,50
 a buff guy.....unfortunatly alot of people dont know Danny`s name either which is sad   Sophie is so sweet,neutral,107
An extra night in pasadena with sergi baby cuz i `missed` my train to riverside,neutral,79
" so wish I was there with ya, but at 6:48am Belgian time I was sleeping...time diff sucks. Take me there!",negative,105
 im sorry. I fail.,negative,18
 plz dont fall in love with tokyo and never come home,neutral,53
"Ride bmx on the beach in Burgas, after careoke night",neutral,52
at BIF.... i love this buliding....,positive,35
" ease of use, better camera, syncs w/iTunes, smaller (I looked at Storm), more eye-appealing & not clunky. -just a few!",neutral,119
"loves the new Mother`s Day snl digital short, mother lover, oohhhh cornyness",positive,76
Back from NYC... convinced on moving to the LES by Fall,neutral,55
"Star Wars day? I didn`t know there was a such thing  May the force, be with you <3",positive,82
"ned to go to beathroom, don`t know if i can reach/find clothes. need to walk outsie to get to bathroom. ok at night, not ok in daylight.",neutral,136
Halla Miss Haloom  .. how are you dear? am doing fine so far but .. eeem worrying about rationale project.. Allah eyaseer inshallah,neutral,131
"Duuuude, Tim said that they`re making a Red vs Blue animated series! It`ll be either on Adult Swim or G4. I hope AS, coz I don`t have G4!",neutral,137
" *laughs* reading?!  not happening!  i`m glad alice was in the shower, she should`ve seen that we were going to be worried",neutral,122
" HAHAHAHAHAHAHAHAHAHAHAHA I love it!!! No, actually, I have been having mad cravings lately though",positive,98
_Jolene Try 90 4 next 3 days!  :O  Yuk!    lol  n e thing poppin` @ SN?,neutral,71
"Being tall has its ups and downs , my legs are in pain",negative,54
 yummy thanks  strangely quiet too. Kids are downstairs harassing Lance,neutral,71
I am so **** hungry it`s not even funny!,negative,40
 Link doesn`t work,neutral,18
@ Nickchien _ i am happy to break my twitter virginity with you two.,positive,68
 we miss you in SE Asia. Come visit us when you have time.,negative,58
" Hey, sorry I didn`t get in touch sooner! We didn`t go by Bologna. It was out of our way",negative,88
is actual gonna need a new job and not just want,neutral,48
Awww my daddy! Got in a car accident! Pray for him! He`s shook`n up a lil!,negative,74
 **** your in trouble now  why don`t you try with one of those companys that buys your house for you,negative,100
"Ah, lets start working! Livingroom here I come",neutral,46
"June is going to be a long, lonely month.",negative,41
Im still in my my pjs  but I haveto get dressed cuz Im going to see Dancing on Ice live,neutral,87
My last full day of even day classes. I`m a little sad,negative,54
 G`night!,neutral,9
Picking up a couple toys tonight! D300 and 50mm f/1.4! YAY!! :-D Just for the weekend though,positive,92
 wassup m8 ... bad day not good,negative,31
Working 12 hours saturday and sunday  atleast i`ll have my phone to keep me company..,neutral,85
my fab broke,negative,12
 i graduate at 9am on Sunday June 14th...,neutral,41
"_x Haha, You sound like lizzie :L she`s got a sister who is older than her, and she`s like argh :@ all the time",negative,111
 i looooove me some star trek. runs in the family,positive,49
 Oh yah! My dad does that. But I don`t have a landline.,positive,55
http://twitpic.com/4jj4j - Birthday Breakfast! Yummm- chai & an apple fritter,positive,77
sooo long twitters! I`m off to Cuba,neutral,35
EXPECTO PATRONUM!!! ----- nothing happens..,neutral,43
 Eeee! Hiya!  Haven`t spoken to you in ages! How you doing? *enormous hug*,neutral,74
_cupcakes that busy wowsa .. okay my pizzas gonna be a while  sorry..,negative,69
 sounds good. Appreciate the suggestion. Been a week now and we`re still offline  Time to ask for a refund...,positive,109
 no wine here - I don;t drink  - but I have have plenty of forbidden cholocate,neutral,78
